HS10,HS-Reformatted,HS10-Description,ANZSIC06,Level 2 ANZSIC06,Level 2 ANZSIC06 description,Standard sector number,Standard sector description,HS4,HS4 description
4805.22.09.01,4805220901,"Paper and paperboard; laminating paper and paperboard, tube winding paper and paperboard, corestock; uncoated, multi-ply, with only one outer layer bleached, in rolls or sheets",C151000,C15,"Pulp, Paper and Converted Paper Product Manufacturing",3,Wood & paper,4805,Uncoated paper and paperboard nec
4805.23.09.19,4805230919,"Paper and paperboard; uncoated, multi-ply, having three or more layers with only the two outer layers bleached, in rolls or sheets, n.e.s. in item no. 4805.23",C151000,C15,"Pulp, Paper and Converted Paper Product Manufacturing",3,Wood & paper,4805,Uncoated paper and paperboard nec
4805.25.11.11,4805251111,"Paper & paperboard; uncoated, testliner (recycled linerboard), weight more than 150g/m2 but less than 225g/m2, in rolls",C151000,C15,"Pulp, Paper and Converted Paper Product Manufacturing",3,Wood & paper,4805,Uncoated paper and paperboard nec
4805.25.19.11,4805251911,"Paper & paperboard; uncoated, testliner (recycled linerboard), weight 225g/m2 or more, in rolls",C151000,C15,"Pulp, Paper and Converted Paper Product Manufacturing",3,Wood & paper,4805,Uncoated paper and paperboard nec
4805.29.09.01,4805290901,"Paper and paperboard; laminating paper and paperboard, tube winding paper and paperboard, corestock; uncoated, multi-ply, in rolls or sheets, n.e.s. in heading no. 4805",C151000,C15,"Pulp, Paper and Converted Paper Product Manufacturing",3,Wood & paper,4805,Uncoated paper and paperboard nec
4805.29.09.09,4805290909,"Paper and paperboard; cartonboard and boxboard, uncoated, multi-ply, in rolls or sheets, n.e.s. in heading no. 4805",C151000,C15,"Pulp, Paper and Converted Paper Product Manufacturing",3,Wood & paper,4805,Uncoated paper and paperboard nec
4805.29.09.19,4805290919,"Paper and paperboard; uncoated, multi-ply, in rolls or sheets, n.e.s. in item no. 4805.2",C151000,C15,"Pulp, Paper and Converted Paper Product Manufacturing",3,Wood & paper,4805,Uncoated paper and paperboard nec
4805.30.00.00,4805300000,"Paper and paperboard; sulphite wrapping paper, uncoated, in rolls or sheets",C151000,C15,"Pulp, Paper and Converted Paper Product Manufacturing",3,Wood & paper,4805,Uncoated paper and paperboard nec
4805.40.00.00,4805400000,"Paper and paperboard; filter paper and paperboard, uncoated, in rolls or sheets",C151000,C15,"Pulp, Paper and Converted Paper Product Manufacturing",3,Wood & paper,4805,Uncoated paper and paperboard nec
4805.50.00.00,4805500000,"Paper and paperboard; felt paper and paperboard, uncoated, in rolls or sheets",C151000,C15,"Pulp, Paper and Converted Paper Product Manufacturing",3,Wood & paper,4805,Uncoated paper and paperboard nec
4805.60.01.19,4805600119,"Paper and paperboard; linerboard and fluting paper (corrugating medium), uncoated, weight 150g/m2 or less, in sheets 1935cm2 or more",C151000,C15,"Pulp, Paper and Converted Paper Product Manufacturing",3,Wood & paper,4805,Uncoated paper and paperboard nec
4805.60.09.09,4805600909,"Paper and paperboard; wrapping paper, uncoated, weight 150g/m2 or less, in rolls or sheets",C151000,C15,"Pulp, Paper and Converted Paper Product Manufacturing",3,Wood & paper,4805,Uncoated paper and paperboard nec
4805.60.09.19,4805600919,"Paper and paperboard; laminating paper and paperboard, tube winding paper and paperboard; corestock, uncoated, weight 150g/m2 or less, in rolls or sheets",C151000,C15,"Pulp, Paper and Converted Paper Product Manufacturing",3,Wood & paper,4805,Uncoated paper and paperboard nec
4805.60.09.29,4805600929,"Paper and paperboard; uncoated, weight 150g/m2 or less, in rolls or sheets, n.e.s. in item no. 4805.60",C151000,C15,"Pulp, Paper and Converted Paper Product Manufacturing",3,Wood & paper,4805,Uncoated paper and paperboard nec
4805.70.01.19,4805700119,"Paper and paperboard; linerboard and fluting paper (corrugating medium), uncoated, weight between 150 and 225 g/m2, in sheets 1935cm2 or more",C151000,C15,"Pulp, Paper and Converted Paper Product Manufacturing",3,Wood & paper,4805,Uncoated paper and paperboard nec
4805.70.09.09,4805700909,"Paper and paperboard; wrapping paper, uncoated, weight between 150 and 225 g/m2, in rolls or sheets",C151000,C15,"Pulp, Paper and Converted Paper Product Manufacturing",3,Wood & paper,4805,Uncoated paper and paperboard nec
4805.70.09.39,4805700939,"Paper and paperboard; uncoated, weight between 150 and 225 g/m2, in rolls or sheets, n.e.s. in item no. 4805.70",C151000,C15,"Pulp, Paper and Converted Paper Product Manufacturing",3,Wood & paper,4805,Uncoated paper and paperboard nec
4805.80.09.19,4805800919,"Paper and paperboard; uncoated, weight 225g/m2 or more, in rolls or sheets, n.e.s. in item no. 4805.80",C151000,C15,"Pulp, Paper and Converted Paper Product Manufacturing",3,Wood & paper,4805,Uncoated paper and paperboard nec
4805.91.00.11,4805910011,"Paper and paperboard; uncoated, weight 150g/m2 or less, n.e.c. in heading no. 4805, in rolls",C151000,C15,"Pulp, Paper and Converted Paper Product Manufacturing",3,Wood & paper,4805,Uncoated paper and paperboard nec
4805.91.00.19,4805910019,"Paper and paperboard; uncoated, weight 150g/m2 or less, n.e.c. in heading no. 4805, in sheets",C151000,C15,"Pulp, Paper and Converted Paper Product Manufacturing",3,Wood & paper,4805,Uncoated paper and paperboard nec
4805.92.00.19,4805920019,"Paper and paperboard; uncoated, weight more than 150g/m2 but less than 225g/m2, wrapping paper, in rolls or sheets",C151000,C15,"Pulp, Paper and Converted Paper Product Manufacturing",3,Wood & paper,4805,Uncoated paper and paperboard nec
4805.92.00.21,4805920021,"Paper and paperboard, uncoated, weight more than 150g/m2 but less than 225g/m2, bag paper, in rolls or sheets",C151000,C15,"Pulp, Paper and Converted Paper Product Manufacturing",3,Wood & paper,4805,Uncoated paper and paperboard nec
4805.92.00.23,4805920023,"Paper and paperboard; uncoated, weight more than 150g/m2 and less than 225 g/m2, laminating paper and paperboard, tube winding paper and paperboard, corestock, in rolls or sheets",C151000,C15,"Pulp, Paper and Converted Paper Product Manufacturing",3,Wood & paper,4805,Uncoated paper and paperboard nec
4805.92.00.25,4805920025,"Paper and paperboard; uncoated, weight more than 150g/m2 and less than 225g/m2, cartonboard and boxboard, in rolls or sheets",C151000,C15,"Pulp, Paper and Converted Paper Product Manufacturing",3,Wood & paper,4805,Uncoated paper and paperboard nec
4805.92.00.29,4805920029,"Paper and paperboard; uncoated, weight more than 150g/m2 and less than 225g/m2, in rolls or sheets, n.e.c. in item no. 4805.92",C151000,C15,"Pulp, Paper and Converted Paper Product Manufacturing",3,Wood & paper,4805,Uncoated paper and paperboard nec
4805.93.00.11,4805930011,"Paper and paperboard; uncoated, weight 225g/m2 or more, laminating paper and paperboard, tube winding paper and paperboard, corestock, in rolls or sheets",C151000,C15,"Pulp, Paper and Converted Paper Product Manufacturing",3,Wood & paper,4805,Uncoated paper and paperboard nec
4805.93.00.13,4805930013,"Paper and paperboard; uncoated, weight 225g/m2 or more, cartonboard and boxboard, in rolls or sheets",C151000,C15,"Pulp, Paper and Converted Paper Product Manufacturing",3,Wood & paper,4805,Uncoated paper and paperboard nec
4805.93.00.17,4805930017,"Paper and paperboard; uncoated, plasterboard lining paper, weight 225g/m2 or more, plasterboard lining paper, in rolls or sheets",C151000,C15,"Pulp, Paper and Converted Paper Product Manufacturing",3,Wood & paper,4805,Uncoated paper and paperboard nec
4805.93.00.19,4805930019,"Paper and paperboard; uncoated, weight 225g/m2 or more, in rolls or sheets, n.e.c. in item no. 4805.93",C151000,C15,"Pulp, Paper and Converted Paper Product Manufacturing",3,Wood & paper,4805,Uncoated paper and paperboard nec
4806.10.00.00,4806100000,"Paper; vegetable parchment, in rolls or sheets",C151000,C15,"Pulp, Paper and Converted Paper Product Manufacturing",3,Wood & paper,4806,"Vegetable parchment, greaseproof and tracing papers"
4806.20.00.00,4806200000,"Paper; greaseproof papers, in rolls or sheets",C151000,C15,"Pulp, Paper and Converted Paper Product Manufacturing",3,Wood & paper,4806,"Vegetable parchment, greaseproof and tracing papers"
4806.30.00.00,4806300000,"Paper; tracing papers, in rolls or sheets",C151000,C15,"Pulp, Paper and Converted Paper Product Manufacturing",3,Wood & paper,4806,"Vegetable parchment, greaseproof and tracing papers"
4806.40.00.00,4806400000,"Paper; glassine and other glazed transparent or translucent papers, in rolls or sheets",C151000,C15,"Pulp, Paper and Converted Paper Product Manufacturing",3,Wood & paper,4806,"Vegetable parchment, greaseproof and tracing papers"
4807.00.00.11,4807000011,"Paper and paperboard; composite (made by sticking layers together with an adhesive), not surface-coated or impregnated, whether or not internally reinforced, laminated internally with bitumen, tar or asphalt, in rolls or sheets",C151000,C15,"Pulp, Paper and Converted Paper Product Manufacturing",3,Wood & paper,4807,Composite paper and paperboard
4807.00.00.19,4807000019,"Paper & paperboard; composite (made by sticking layers together with adhesive), straw paper & paperboard, not surface-coated or impregnated, whether or not internally reinforced or covered with paper other than straw paper, in rolls or sheets",C151000,C15,"Pulp, Paper and Converted Paper Product Manufacturing",3,Wood & paper,4807,Composite paper and paperboard
4807.00.00.23,4807000023,"Paper & paperboard; composite (made by sticking layers together with an adhesive), not surface-coated or impregnated, whether or not internally reinforced, manilla folder, file, tag, document, time card, pattern and the like, in rolls or sheets",C151000,C15,"Pulp, Paper and Converted Paper Product Manufacturing",3,Wood & paper,4807,Composite paper and paperboard
4807.00.00.25,4807000025,"Paper and paperboard; composite (made by sticking layers together with an adhesive), not surface-coated or impregnated, whether or not internally reinforced, cartonboard, boxboard, in rolls or sheets",C151000,C15,"Pulp, Paper and Converted Paper Product Manufacturing",3,Wood & paper,4807,Composite paper and paperboard
4807.00.00.29,4807000029,"Paper and paperboard; composite (made by sticking layers together with an adhesive), not surface-coated or impregnated, whether or not internally reinforced, n.e.c. in item no. 4807.00, in rolls or sheets",C151000,C15,"Pulp, Paper and Converted Paper Product Manufacturing",3,Wood & paper,4807,Composite paper and paperboard
4807.10.00.00,4807100000,"Paper and paperboard; composite, laminated internally with bitumen, tar or asphalt, not surface coated or impregnated, whether or not internally reinforced, in rolls or sheets",C151000,C15,"Pulp, Paper and Converted Paper Product Manufacturing",3,Wood & paper,4807,Composite paper and paperboard
4807.90.00.19,4807900019,"Paper and paperboard; manilla - (folder, file, tag, pattern, time card, document and the like) in rolls or sheets, internally reinforced or not, not surface-coated or impregnated, not laminated internally with bitumen or tar or asphalt, not straw",C151000,C15,"Pulp, Paper and Converted Paper Product Manufacturing",3,Wood & paper,4807,Composite paper and paperboard
4807.90.00.21,4807900021,"Paper and paperboard; cartonboard, boxboard, in rolls or sheets, internally reinforced or not, not surface-coated or impregnated, not laminated internally with bitumen or  tar or asphalt, not straw",C151000,C15,"Pulp, Paper and Converted Paper Product Manufacturing",3,Wood & paper,4807,Composite paper and paperboard
4807.90.00.29,4807900029,"Paper and paperboard; n.e.s. in item no. 4807.90, in rolls or sheets, internally reinforced or not, not surface-coated or impregnated, not laminated internally with bitumen or tar or asphalt",C151000,C15,"Pulp, Paper and Converted Paper Product Manufacturing",3,Wood & paper,4807,Composite paper and paperboard
4808.10.00.00,4808100000,"Paper and paperboard; corrugated, whether or not perforated, in rolls or sheets, other than paper of heading no. 4803",C151000,C15,"Pulp, Paper and Converted Paper Product Manufacturing",3,Wood & paper,4808,Corrugated paper and paperboard
4808.20.01.00,4808200100,"Paper and paperboard; sack kraft paper, creped or crinkled, embossed or perforated, in rolls or sheets, other than that of heading no. 4803 or 4818",C151000,C15,"Pulp, Paper and Converted Paper Product Manufacturing",3,Wood & paper,4808,Corrugated paper and paperboard
4808.20.09.00,4808200900,"Paper and paperboard; sack kraft paper, creped or crinkled, (not embossed or perforated), in rolls or sheets, other than that of heading no. 4803 or 4818",C151000,C15,"Pulp, Paper and Converted Paper Product Manufacturing",3,Wood & paper,4808,Corrugated paper and paperboard
4808.30.01.01,4808300101,"Paper and paperboard; kraft paper (other than sack), creped or crinkled, embossed or perforated, continuous computer listing paper, other than that of heading no. 4803 or 4818",C151000,C15,"Pulp, Paper and Converted Paper Product Manufacturing",3,Wood & paper,4808,Corrugated paper and paperboard
4808.30.01.09,4808300109,"Paper and paperboard; kraft paper (other than sack), creped or crinkled, embossed or perforated, in rolls or sheets, other than continuous computer listing paper, other than that of heading no. 4803 or 4818",C151000,C15,"Pulp, Paper and Converted Paper Product Manufacturing",3,Wood & paper,4808,Corrugated paper and paperboard
